	content	language
5	"hte die Millionengrenze bereits am  . März  . Die deutschsprachige Wikipedia erreichte am  . November   die Marke von  .  Artikeln, um am  . Dezember   gleichfalls die Millionengrenze zu überschreiten. Anfang   bestanden knapp  ,  Millionen Artikel, die Zahl von zwei Millionen Artikeln in der deutschsprachigen Wikipedia wurde am  . November   erreicht.
Die Wikipedia ist das umfangreichste Lexikon der Welt. Sie lag im Dezember   auf dem fünften Platz der am häufigsten besuchten Websites. In Deutschland rangierte sie auf Platz acht, in Österreich auf Platz sieben, der Schweiz auf Platz fünf und in den USA auf Platz sechs. Die Website ist dabei weltweit, genauso wie in den deutschsprachigen Staaten, die einzige nichtkommerzielle Website unter den ersten  . Ihre Finanzierung erfolgt durch Spenden.
Das Wikipedialogo besteht aus einer Kugel, die sich aus Puzzleteilen zusammensetzt und nicht abgeschlossen ist, weil am oberen Ende mehrere"	de
6	"Teile fehlen. Die einzelnen Puzzleteile tragen die Aufschrift von Glyphen verschiedener Schriftsysteme. Unter der Kugel wird auf den Webseiten die Wortmarke der jeweiligen Sprachversion angezeigt.
Am  . März   kündigte Wales in der Wikipedia-Mailingliste an, Versionen in weiteren Sprachen einzurichten; unter den ersten waren die deutschsprachige  , die katalanische und die französische Wikipedia.   Ende   existierte die Wikipedia in   Sprachen.
Im Februar   entschied sich Bomis, nicht länger einen Chefredakteur zu beschäftigen, und kündigte den Vertrag mit Larry Sanger, der wenig später seine Mitarbeit bei Nupedia und Wikipedia aufgab. Als eine der Ideen, Autoren zu motivieren, hochwertige Artikel zu schreiben, wurde am  . August   die Bewertungsstufe „exzellent“ eingeführt, mit der nach einer Abstimmung herausragende Artikel bewertet werden konnten; am  . März   folgte die in der Wertigkeit darunterliegende Stufe „lesenswert“. Bis"	de
7	"Anfang   wuchs deren Zahl in der deutschsprachigen Wikipedia auf über   an, die der „exzellenten“ Artikel auf über  .
Auch die grafischen Inhalte werden durch Wikipedianer geschaffen. Das erste Logo für die Nupedia entwickelte Bjørn Smestad, das zweite wurde durch The Cunctator bereits für die Wikipedia kreiert, das dritte durch Paul Staksiger. Dieses wurde zuletzt   durch Notah modifiziert. Das von Bjørn Smestad gestaltete Logo zeigt in einer Fischaugenprojektion einen Auszug aus dem Vorwort von Lewis Carrolls Buch Euclid and his Modern Rivals. Das von The Cunctator gestaltete Logo verwendete einen Text aus Leviathan von Thomas Hobbes. Es folgte eine Darstellung eines unvollendeten Puzzles in Form einer Weltkugel, wobei jedes Puzzleteil eine andere Glyphe   als Aufschrift enthält, wodurch die Vielsprachigkeit von Wikipedia symbolisch dargestellt wird. Die ehemals in der Schriftart Hoefler Text gesetzten Worte „Wikipedia – Die fre"	de
8	"ie Enzyklopädie“ werden im Wikipedia-Logo seit   in allen Sprachausgaben der Wikipedia verwendet und mit Linux Libertine gesetzt.  In Ländern, die das arabische Alphabet verwenden, ist ein eigens entworfenes gekreuztes    seitdem als OpenType-Feature in der Schrift enthalten.  Der Schriftzug WIKIPEDIA wird in Kapitälchen mit einem großen A am Ende geschrieben.
Mit Marjorie-Wiki entsteht ein Projekt, um relevanzkritische Artikel aufzubewahren, die in der deutschsprachigen Wikipedia gelöscht wurden. Bis Januar   sammelten sich dort über  .  Artikel. 
Ursprünglich war die Wikipedia von Sanger auf Nupedia als „fun project“  neben der Nupedia angekündigt worden. Dank ihrer Offenheit entwickelte sich die Wikipedia jedoch – zur Überraschung von Sanger und Wales selbst – so schnell,  dass sie die Nupedia in den Hintergrund rückte und im September   ganz verdrängte.
Der Name Wikipedia ist ein Schachtelwort, das sich aus „Wiki“ und „Encyclop"	de
9	"edia“   zusammensetzt. Der Begriff „Wiki“ geht auf das hawaiische Wort für ‚schnell‘ zurück. Wikis sind Hypertext-Systeme für Webseiten, deren Inhalte von den Benutzern nicht nur gelesen, sondern auch online im Webbrowser verändert werden können. Die Artikel sind netzartig untereinander verlinkt.
Betreiberin ist die Wikimedia Foundation, eine Non-Profit-Organisation mit Sitz in San Francisco. In vielen Ländern gibt es zudem unabhängige Wikimedia-Vereine, die mit der Stiftung zusammenarbeiten, die die Wikipedia jedoch nicht betreiben. Im deutschen Sprachraum sind dies die   gegründete Wikimedia Deutschland, seit   die Wikimedia CH sowie die zwei Jahre später entstandene Wikimedia Österreich.
Ende  /Anfang   wurden Sanger und Wales auf das Wiki-System aufmerksam, mit dessen Hilfe Benutzer Webseiten nicht nur lesen, sondern auch direkt über den Browser verändern können. Am  . Januar   war das Wiki der Nupedia unter der eigenständigen"	de
10	"Adresse wikipedia.com abrufbar, was seither als die Geburtsstunde der Wikipedia gilt. 
Google unternahm vom  . Juli   bis zum  . Mai   mit der enzyklopädischen Datenbank Knol. A Unit of Knowledge einen Versuch, gleichfalls eine Enzyklopädie aufzubauen, den das Unternehmen jedoch aufgab. Die Arbeiten flossen in das Projekt Annotum ein. 
Die Sozialstruktur der Wikipedia-Autoren zu ermitteln, ist ein schwieriges Unterfangen. Vielfach werden bloße Umfragen eingesetzt. Eine Umfrage von Würzburger Psychologen ergab einen Männeranteil von   Prozent. Etwa die Hälfte waren demnach Singles.   Prozent der Befragten arbeiteten Vollzeit. Eine große Gruppe bildeten Studenten. Das Durchschnittsalter betrug   Jahre. Zu ihrer Motivation befragt, bewerteten mehr als vier von fünf der Befragten die Erweiterung des eigenen Wissens als wichtig bis sehr wichtig. 
Deutlich wird auch ein hoher Anteil der  - bis  -Jährigen. 
Besonders die Gründung von Wiki"	de
11	"media Commons bewirkte einen Aufschwung in der internationalen Zusammenarbeit. Auf den mehrsprachig angelegten Commons arbeiten Wikipedia-Teilnehmer aus allen Sprachversionen am Aufbau eines zentralen Medien-Repositoriums.
Einige Sprachversionen der Wikipedia nutzen Bots, Computerprogramme oder Skripte, die ihren Betreibern automatisierbare regelmäßige oder wiederholende Aufgaben abnehmen  . Sie werden vereinzelt auch eingesetzt, um automatisch Artikel zu erstellen. Das wird häufig kritisiert und von einigen Sprachversionen abgelehnt, weil dadurch massenhaft sehr kurze Artikel entstehen; das zeigt sich beispielsweise bei der Volapük-Wikipedia oder der niederländischsprachigen Wikipedia.
Bei umstrittenen Entscheidungen wird in der Wikipedia traditionellerweise versucht, einen Konsens zu finden. In der Praxis ist ein echter Konsens unter der Vielzahl von Mitarbeitern jedoch oft nicht möglich. In solchen Fällen werden die Entscheidung"	de
12	"en in Verfahren getroffen, die zwischen Diskussion und Abstimmung anzusiedeln sind.
Die deutschsprachige Wikipedia hat im Mai   das System der Sichtung eingeführt. Dadurch wird allen unangemeldeten Benutzern standardmäßig die letzte gesichtete Version eines Artikels angezeigt. Inhaltsänderungen eines Bearbeiters ohne „Sichter-Status“ werden erst dann für die Allgemeinheit sichtbar, wenn ein Benutzer mit Sichter-Status sie freigeschaltet hat. Ziel des Systems der Sichtungen ist es vor allem, offensichtlichen Vandalismus, der meist durch unangemeldete Benutzer erfolgt, unattraktiver zu machen. Seit Einführung der Sichtungen ist der Vandalismus in der deutschsprachigen Wikipedia zurückgegangen.
Beim Sichter-Status werden „passive Sichter“ und „aktive Sichter“ unterschieden. Passive Sichter dürfen im Wesentlichen ihre eigenen Bearbeitungen sichten, während aktive Sichter auch die Bearbeitungen anderer Benutzer sichten dürfen. Den Statu"	de
13	"s des passiven oder aktiven Sichters erwirbt ein angemeldeter Benutzer automatisch, sobald er eine definierte Zeit lang im Projekt aktiv war, eine bestimmte Anzahl von Bearbeitungen getätigt hat und nicht durch Regelverstöße oder destruktives Verhalten aufgefallen ist.
Die meisten Regeln der Wikipedia entstehen dadurch, dass viele Teilnehmer einen einzelnen Vorschlag aufgreifen und anwenden. Wird ein derartiger Vorschlag von einer qualifizierten Mehrheit der Benutzer getragen, gilt er als akzeptiert und kann zur Regel werden.
Die Wikipedia Community setzt verschiedene Anreize für Autoren, Artikel zu verfassen und gute Artikel zu schreiben. Dafür gibt es beispielsweise den Artikelmarathon, den Denkmal-Cup oder den Schreibwettbewerb.  Stellt ein Artikel umfassend, fachlich korrekt, valide belegt, allgemeinverständlich und anschaulich dar, kann er sich auch für eine Prädikatsauszeichnung bewerben und wird von der Gemeinschaft innerhal"	de
14	"b einer bestimmten Zeit bewertet. Ist die Kandidatur erfolgreich, kann der Artikel die Auszeichnung lesenswert erhalten. Hat er sogar herausragende Qualität, kann er als exzellent ausgezeichnet werden. Darüber hinaus können gute Listen und Portale das Prädikat informativ erhalten.  Solchermaßen ausgezeichnete Artikel sollen anderen Autoren als Musterbeispiel zur Erstellung von Artikeln hoher Qualität dienen. Sie werden ferner in der Regel auf der Hauptseite der Wikipedia präsentiert. Ein weiterer Wettbewerb, der kalenderjährlich angeboten wird, ist der WikiCup, bei dem Artikelschreiber und Fotografen Punkte sammeln können. Quartalsweise werden die Punktbesten ermittelt, die dann in die nächste Runde vorrücken, bis am Ende des Jahres ein Punktsieger feststeht.
Bedingt durch Sprachbarrieren besteht zwischen den einzelnen Sprachgemeinschaften meist wenig Austausch; die Communitys organisieren und entwickeln sich unabhängig voneinander"	de
